category_id
10
25
25
25
25
10
25
25
25
1
25
25
24
24
25
25
25
25
10
25
25
25
25
25
25
25
22
25
25
25
25
25
25
25
25
25
22
10
25
10
25
25
25
24
22
10
22
25
25
26
25
25
25
25
25
25
24
25
10
10
10
25
25
25
25
10
25
25
22
10
10
25
25
25
22
25
10
10
25
25
10
25
25
25
25
25
1
24
10
24
25
25
25
10
25
25
25
25
25
25
10
22
25
10
25
25
25
22
10
25
25
22
22
10
25
24
25
10
25
22
22
25
24
25
24
25
25
25
25
25
25
25
25
25
24
24
25
25
25
25
25
10
25
25
27
25
22
25
25
27
26
25
10
25
25
25
10
25
10
25
25
25
24
25
25
25
10
10
22
25
22
10
25
25
10
25
25
25
25
25
25
25
1
24
24
25
25
25
25
25
10
25
25
10
25
10
43
25
25
25
25
25
25
25
10
25
25
25
25
24
24
25
22
25
22
10
25
25
23
25
10
24
10
25
25
25
25
22
22
25
10
25
27
10
24
25
25
25
10
25
24
10
25
25
25
10
25
25
25
25
25
25
22
25
27
25
25
25
25
22
10
25
24
25
24
25
10
24
24
25
10
25
25
25
25
25
10
25
25
22
25
10
25
10
25
25
25
25
22
25
25
25
25
25
22
24
10
25
25
25
25
25
25
25
22
25
17
25
25
25
10
22
25
25
24
1
10
24
24
25
25
25
25
25
10
25
25
25
25
17
25
25
25
24
25
25
25
25
22
10
25
25
25
25
25
25
10
10
25
25
25
25
22
25
25
27
25
10
17
25
25
24
25
25
25
25
25
25
25
27
25
25
25
25
22
10
25
25
25
25
25
25
25
10
27
25
25
25
24
25
22
25
24
22
25
25
25
10
25
25
25
25
25
25
25
10
25
25
25
25
25
25
22
10
25
25
10
17
10
25
25
25
22
22
25
25
10
25
22
25
10
25
25
25
25
25
10
22
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
10
24
25
25
27
25
22
25
25
25
25
25
10
25
22
25
25
25
25
10
25
10
25
25
10
25
22
25
22
25
10
22
25
25
10
25
25
22
25
25
25
22
